risk_id,country,iso3,risk_title,crisis_id,geographic_level,risk_type,date_entered,last_risk_update,published,publication_link,rationale,trigger,exposure,intensity,vulnerability,impact,probability,risk_level,status,_internal_filter_date
R0038,['Greece'],['GRC'],Tightened asylum regulations cause a deterioration of living conditions for asylum seekers and migrants.,['GRC002'],National,New emerging risk,2020-10-02,2024-06-13T13:53:51.000Z,,,"Camps on the Greek islands are overcrowded, in addition a new asylum legislation is in effect since the beginning of this year that aims to tighten asylum rules. The situation causes deteriorating living conditions in overcrowded camps, particularly for unaccompanied minors. There is a high probability of increasing tensions between migrants and local populations that can lead to violent clashes. Additionally, the increased military presence at the Greek-Turkish land border causes tensions between Greece and Turkey.
The Greek islands of Lesvos, Samos, Chios, Leros, and Kos - about 10,000 people are held at the Reception and Identification Centres (RIC). People who sought protection have already been exposed to violence and hardship and the RIC are neither safe nor healthy places for them. This trauma is compounded by their containment and the everyday structural violence of life in the RIC.
2498 unaccompanied children in long term or temporary accommodation in Greece as of April 2021. 
The decision to close the Kara Tepe camp (on the island of Lesvos) which has around 1,000 residents. The plan is to move residents to Mavrovouni (unsafe and unsanitary living conditions). These residents have been designated as particularly vulnerable – families, single mothers, people with physical health challenges and survivors of sexual abuse. The camp provided temporary accommodation for thousands of migrants following the fire that destroyed Greece’s largest migrant camp in September last year. 

Pushback incidents and other abuses were documented. Testimonies besides other evidence show that the use of pushback is a de facto policy of Greek border management and it’s coordinated efforts of multiple authorities in Greece.

Additionally, Athens’ plan to deploy two truck-mounted Long Range Acoustic Devices to blast high-decibel sound waves at migrants at its Evros border post, in a bid to prevent river crossings there from Turkey - The cannons emit deafening bursts of sound of up to 162 decibels — about a third louder than the roar of a jet engine. Minister for migration and asylum said that “our view is that we will use technology in any way that is not in violation of international law” to protect Greece’s borders.
",Passing laws and legislation which give the state the power to tighten their control over the camps and its conditions and shared information. ,"<20,000",3,"Humanitarian needs in Greece are not life-threatening and can be met without having to adopt negative or irreversible coping strategies. However, the refugees and asylum seekers are vulnerable and have been affected since the new legislation on NGO registration was passed in September 2020. NGOs have lost access to refugee reception facilities or faced increasing access concerns. Many NGOs involved in the migrant response reported problems in providing essential services and difficulties in reporting on the conditions in the facilities

",3,Medium,Medium,Materialised,2024-06-13
R0042,['Libya'],['LBY'],Protracted fuel and power shortages in Libya hinder service provision and result in unmet needs ,['LBY001'],National,Marked deterioration in an existing crisis,2020-02-11,2024-06-13T13:53:58.000Z,,,"Based on data available as at February 2020, the January oil production of Libya was equal to zero. Forces loyal to Khalifa Haftar have closed all oil pipelines in the country, as they think oil revenue repartitions by the National Oil Company of Libya are not fair, and they want to put more pressure on the Tripoli-based Government. The Libyan economy is not diversified and almost totally dependent on oil income. With lower gas pressure, the first power shortages have been reported in North Misrata, with Al Zawiya power plant unable to operate as a direct consequence of a lack of fuel.","- Power and fuel shortages
- Increased humanitarian access constraints
","100,000-250,000",3,A lack of availability and access to services and high access constraints for humanitarian organisations limit the capacity to respond to the expected increase in needs.  ,2,Medium,Medium,Not materialised,2024-06-13
R0043,['Lebanon'],['LBN'],"A deepening economic crisis leads to heightened violence in protests and countrywide unrest, with heightened protection concerns.",['LBN004'],National,Future impact of a hazard which has already taken place,2020-02-11,2024-06-13T13:53:58.000Z,,,"The newly formed government does not satisfy the request of the protesters even if it is formed by some technocratic figures. The Lebanese economy is spiralling into further debt, lack of liquidity and crisis of the banking system. Some episodes of increased violence and clashes between protesters and security forces have been reported. The Lebanese army is acting as arbiter between protesters and the government. Should the salaries of the soldiers not be paid, the role of the army might change with less security and safety guaranteed throughout the country, possible widespread violence, resulting in increased protection concerns.","-Worsening economic conditions, including further currency depreciation, inflation, basic items shortages.
-Corruption and lack of political solution. ",">500,000",3,"Preexisting vulnerabilities and exhausted coping capacities following two years of the socioeconomic crisis, stagnated government formation and solutions, hosting 1.5 million Syrians who have fled the conflict in Syria and about 180,000 Palestinian refugees, and Beirut explosion. Humanitarian needs and severity are already high and widespread. The pre-existing vulnerabilities including: 
1) Security risks, 
2) Political and ethnic tensions and presence of armed groups 
3) Resource-constrained communities, 
4) COVID-19,
5) Basic services are overstretched and or not functional,
6) Logistical and administrative constraints make challenge smooth roll out of humanitarian activities.

Vulnerable group: refugees; migrants in an irregular or temporary status; socio-economically vulnerable ",4,Medium,Medium,Materialised,2024-06-13
R0044,['Lebanon'],['LBN'],Government failure to address economic concerns in Lebanon results in further unemployment and increased poverty rates,['LBN004'],National,Future impact of a hazard which has already taken place,2020-02-11,2024-06-13T13:53:58.000Z,,,"Lebanon is going through an unprecedented financial collapse coupled with stalled government formation. If the new Government does not undertake decisive reforms in the economic domain and attract foreign investment, the country is going to spiral even further into the current economic crisis. More people will lose their jobs and fall below the poverty line (USD 4 per day). The developments confirm the high likelihood for further deterioration and social unrest; there has been a substantial increase in poverty rates affecting all groups of people in the country, with tentative projections suggesting that over half the population is below the poverty line. In March–April 2021, about half of Lebanese households already faced challenges in meeting their basic needs, with 22% being food-insecure. More recently, the Lebanese local currency hit a new record low after losing about 33% of its value just within the month of June 2023. It is currently trading at LBP 17,100–17,500/USD 1 on the black market, while the official rate has remained the same as before the economic crisis at LBP 1,507/USD 1. Based on the current rate, the minimum wage in Lebanon of LBP 675,000/month has fallen to just USD 39. The pound depreciation has sparked demonstrations across the country.","- Worsening economic conditions, including further currency depreciation and inflation
- Basic item shortages
- Corruption and a lack of political impasse 
",">500,000",4,"Lebanon is facing pre-existing vulnerabilities and exhausted coping capacities after two years of the socioeconomic crisis, stagnated government formation and solutions, hosting 1.5 million Syrians fleeing the conflict in Syria and about 180,000 Palestinian refugees, and the Port of Beirut explosion. Humanitarian needs and severity are high and widespread. The pre-existing vulnerabilities in the country include:
- security risks
- political and ethnic tensions and the presence of armed groups
- resource-constrained communities
- the impact of COVID-19
- overstretched or non-functional basic services
- logistical and administrative constraints that challenge the smooth roll-out of humanitarian activities.
",4,Medium,Medium,Materialised,2024-06-13
R0046,['Libya'],['LBY'],"The re-emergence of ISIS in southern Libya, after Haftar's forces moved to the north, leads to increased protection needs ",['LBY001'],National,Future impact of a hazard which has already taken place,2020-02-14,2024-06-13T13:53:58.000Z,,,"The Islamic State no longer holds significant portions of territory in Libya, but its members have not left the country and are currently financing themselves through kidnappings, extortions, smuggling, and robbery. In April 2019, a member of the Islamic State of Iraq and Syria (ISIS) staged an attack in the central city of Fuqaha, killing civilians and destroying public and private properties.

Increased ISIS activity in southern Libya can lead to increased protection needs for the population, drive displacement to other areas of the country, and limit humanitarian access. 
",- Security vacuum,"20,000-100,000",2,A lack of availability and access to services and high access constraints for humanitarian organisations limit the capacity to respond to the expected increase in needs.  ,2,Very Low,Low,Not materialised,2024-06-13
R0047,['Libya'],['LBY'],"A lack of water treatment, WASH facilities, and healthcare services across Libya leads to a cholera outbreak",['LBY001'],National,New emerging risk,2020-02-17,2024-06-13T13:53:58.000Z,,,"With the degradation of water quality, WASH facilities, and health services across Libya, the possibility of a cholera outbreak remains high. Wastewater treatment plants are not functioning, and only limited services of solid waste management are currently active. In case of an outbreak, dysfunctional surveillance systems would delay the response.","- Lack of adequate WASH and healthcare services
- Lack of proper water treatment services
","250,000-500,000",3,A lack of availability and access to services and high access constraints for humanitarian organisations limit the capacity to respond to the expected increase in needs.  ,4,High,High,Not materialised,2024-06-13
R0048,['Iraq'],['IRQ'],The escalation of conflict between the US and Iran-backed militias in Iraq causes protection concerns and displacement.,['IRQ002'],National,New emerging risk,2020-02-18,2024-06-13T13:53:58.000Z,,,"Four rockets hit near the US embassy in Baghdad and an Iraqi base hosting US soldiers within the green zone in the capital. 19  attacks against the embassy and the 5,200 US troops in the country have been registered since October 2019. US officials have pointed to Hashed al Shaabi military network as perpetrators of the attacks. The attacks cames after Karakat al Nujaba, one of the factions within Hashed al Shaabi, announced a countdown to ousting US forces form the country. Should one of the future attacks kill or injure US troops, Iraq might return to be a battle field for a military escaltion of conflict between US troops and Iran-backed PMUs. An increasing number of civilians would be killed or injured in rokcet attacks and mortar fire, displacement of civilians (even secondary or teriary displacement of IDPs)  from areas of clashes cannto be excluded. Multiple news reporting of different rockets attacks near the Iraqi base hosting US. An increasing number of civilians were killed or injured in rocket attacks and mortar fire. More than 50 attacks using improvised explosive devices against the international coalition and about 12 missile attacks against US diplomatic facilities, or Iraqi bases hosting US forces since December 2020 and up to April 2021. ",Increased and intensified attacks by Iran-backed militia ,"20,000-100,000",3,"Humanitarian needs are not life threatening or widespread. However, Iraq is suffering from pre-existing vulnerabilities including: 
1) Security risks post-war, post-ISIS, terrorism, socio-political and economic challenges, 
2) Internal political and ethnic tensions, 
3) Presence of multiple armed groups and militias 
4) Climate-related security risks,
5) Temperatures and extreme weather events puts pressure on basic resources and undermines livelihood security, 
6) Resource-constrained communities, 
7) Protracted displacement, 
8) Hosting refugees, 
9) COVID-19 had and will continue to have long-term consequences.
The impact and vulnerabilities are different between Federal Iraq and the Kurdistan Region of Iraq, displaced vs non-displaced, refuge vs residents, minorities and people affiliated with ISIS, and women and men, children, youth, the elderly, and people living with disabilities. 
",3,Low,Medium,Not materialised,2024-06-13
R0052,['Palestine'],['PSE'],"Increased tensions following settlement expansion plans in East Jerusalem result in clashes in East Jerusalem and other areas of the West Bank, causing casualties and resulting in decreased access to services.",['PSE002'],Subnational,New emerging risk,2020-02-26,2024-06-13T13:53:58.000Z,,,"Palestinians in the East Jerusalem organised daily protests against the Israeli Supreme Court ruling regarding the planned expulsion of 28 Palestinian families in Sheikh Jarrah, an East Jerusalem neighbourhood. The ruling was later delayed. The ultra-nationalist Israeli saw this as provocation and accompanied the newly elected Knesset member “Itamar Ben Gvir”, to enter Sheikh Jarrah on 10 May. This has disrupted the protests and Israeli police fired sponge bullets, stun grenades and skunk water, causing hundreds of injuries. Tensions and arrests are continuing to date and the Israeli Supreme Court ruling is still on. 
The village of Beita (17,000 people) is located among several mountainous heights, including Jabal Subaih, on which the settlement outpost was established, and has been inhabited by nearly 50 Israeli families. Since last May - Palestinians have organized almost daily night protests. 4 Palestinians were killed in clashes between the village's youth and the Israeli army, and more than 300 others were wounded. 
The risk of further violence remains high, due to a growing settler population and the expansion of settler homes and infrastructure on Palestinian public and private lands, coupled with a lack of accountability for settler violence and attacks on Palestinians and Palestinian property. Incidences of settler violence are also strongly correlated with movement and access restrictions imposed by the Israeli Authorities, directly hampering the access of these communities to vital services – including emergency healthcare, education and other basic services. If the settlements in the West Bank are annexed in the wake of the upcoming Israeli elections (2 March), there is a high probability of violent clashes, particularly in Jerusalem. Netanyahu has already announced to continue with the plans of building new settlements east of Jerusalem, a particular controversial project known as E1 plan that Palestinians see as a move dividing the West Bank into two separate enclaves.",Decision to follow up on Plan E1,"250,000-500,000",4,"Preexisting vulnerabilities and exhausted coping capacities following more than 70 years of conflict and stagnated political, and peace solutions. Humanitarian needs and severity are already high and widespread. The pre-existing vulnerabilities including: 
1) Security risks
2) Political tensions 
3) Presence of armed groups 
4) Gaza blockage 
5) Resource-constrained communities
6) Occupation 
7) Economic stress
8) De-facto annexation of the West Bank and demolition orders
9) Human rights abuse 
10) COVID-19
11) Basic services are overstretched
12) Logistical and administrative constraints over services and aid

Not everyone with the same characteristics will experience the same level of vulnerability. The most affected are Women and adolescent girls; Children; Prisoners’ families; People affected by demolition orders; and Economically vulnerable population.
",4,Medium,Medium,Materialised,2024-06-13
R0055,['Mauritania'],['MRT'],Houshold stocks in rain-fed and agro-pastoral areas are at risk of early depletion.,,National,New emerging risk,2020-03-05,2024-06-13T13:53:58.000Z,,,FEWS NET warns of an increase of food insecurity for the rain-fed zone (IPC 3) between Feb to Sep due to depletion of stocks ,"Production of some crops still in deficit
Not sufficient products in the market ","<20,000",2,Poor agro-pastoral households are affected by this risk ,2,Medium,Medium,Not materialised,2024-06-13
R0056,['Egypt'],['EGY'],The fast filling of the reservoir of the Great Ethiopian Renaissance Dam on Blue Nile River results in a long-term water crisis and the immediate reduction of the Nile River's waterflow ,,Regional,New emerging risk,2021-01-14,2024-06-13T13:53:58.000Z,,,"On 18 June 2020, the latest round of talks between Egypt, Ethiopia, and Sudan failed. After the breakdown of US-led negotiations and a lack of agreement with Egypt on the dam management and filling schedule, Ethiopia started filling the water reservoir in the summer of 2020 at a fast rate. As at July, water levels behind the dam were increasing. While acknowledging this increase, Ethiopia maintained that it was simply a natural result of the construction. This has resulted in the reduced flow of water from the Nile to Egypt, with long-term threats to the country’s water supply and food security.",Fast filling of the dam by Ethiopia,">500,000",2,Farmers in Egypt who depend on water from the Nile for irrigation will likely be the most vulnerable.,3,Medium,Medium,Materialised,2024-06-13
R0057,['Syria'],['SYR'],"The economic crisis escalates, with thousands more Syrians becoming food-insecure and increasing protests and violence.",['SYR001'],National,Marked deterioration in an existing crisis,2020-03-12,2024-06-13T13:53:58.000Z,,,"No substantial economic reforms, no access to international financial aid and more than 20 years of conflict and destroyed infrastructure lead to further economic deterioration, particularly following Lebanon’s fiscal crisis. Reduced imports and higher food prices push thousands of people under the poverty line. 
Displaced families and other vulnerable households are caught in the financial crisis caused by a rapidly depreciating currency and lack of available jobs.  About 12.4 million people are food insecure, with another 1.3 million at risk of falling into food insecurity in 2021. Food prices are higher than a year ago: the cost of a WFP food basket is 247% higher in April 2021 than it was in April 2020 
With the imposed sanctions, a continuation of the Lebanse crisis, and new fissures within the economic elite supporting the Assad government, the situation might further deteriorate with wider protests, a possible violent crackdown and thousand more Syrians slipping below the poverty line and the food security threshold. Possible escalation of protest in Dara'a and Sweida over commodities prices might cause violent suppression from the GoS, with related protection concerns.
","- Further currency depreciation, inflation, basic items shortage, violence, governmental financial mismanagement and corruption,  anti-government protests, increased unemployment and poverty rates, cash and liquidity issues, and sanctions. 
- Lebanon's economic crisis and its impact on Syria. ",">500,000",5,"Preexisting vulnerabilities and exhausted coping capacities following eleven years of war in Syria would exacerbate the humanitarian situation. Humanitarian needs and severity are already widespread. The pre-existing vulnerabilities include: 
1) Security risks, including ISIS pocket
2) Divisions between NWS, NWS and overall Syria,
3) Presence of multiple armed groups and militias, backed by different groups,
4) Water scarcity,
5) Temperatures and extreme weather events,
6) Resource-constrained communities, 
7) Protracted displacement, 
8) Hosting refugees, 
9) COVID-19 
10) Socio-political and economic challenges, 

",5,High,High,Materialised,2024-06-13
R0061,['Iraq'],['IRQ'],Extensive crop fires in the northern governorate of federal Iraq threaten local food security and livelihoods.,['IRQ001'],Subnational,Future impact of a hazard which has already taken place,2020-05-20,2024-06-13T13:53:58.000Z,,,"As in the summer of 2019, new crop fires have been reported in the northern governorates of deferal Iraq, potentially endangering the livelihoods and food security of local farmers and communities. While the fires have been limited so far, a further extension of  crop burning with serious damages for local economy and livelihoods in the upcoming months cannot be excluded. Locals suspect ISIS is behind the fire crops (farmers have been kidnapped and killedd with their farms set on fire by ISIS in the last few weeks), as ISIS members declared they started some fires last summer, too.  Causes of crop fires last summer were multiple.","-remnants of war not being clear 
-ISIS presence 
-arson attacks 
-poor electricity infrastructure 
-lightning storms","<20,000",2,"Humanitarian needs are not life threatening or widespread. However, Iraq is suffering from pre-existing vulnerabilities including: 
1) Security risks post-war, post-ISIS, terrorism, socio-political and economic challenges, 
2) Internal political and ethnic tensions, 
3) Presence of multiple armed groups and militias 
4) Climate-related security risks,
5) Temperatures and extreme weather events puts pressure on basic resources and undermines livelihood security, 
6) Resource-constrained communities, 
7) Protracted displacement, 
8) Hosting refugees, 
9) COVID-19 had and will continue to have long-term consequences.
The impact and vulnerabilities are different between Federal Iraq and the Kurdistan Region of Iraq, displaced vs non-displaced, refuge vs residents, minorities and people affiliated with ISIS, and women and men, children, youth, the elderly, and people living with disabilities. 
",2,Medium,Medium,Not materialised,2024-06-13
